,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,Batting Team,Bowling Team,Match ID,Match Info,Match No,Season
3,XJ Doherty,4,0,45,1,11.25,,,,2,0,Sydney Thunder,Hobart Hurricanes,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
4,B Laughlin,4,1,21,1,5.25,,,,0,0,Sydney Thunder,Hobart Hurricanes,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
5,Naved-ul-Hasan,4,0,22,3,5.5,,,,1,0,Sydney Thunder,Hobart Hurricanes,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
1,FH Edwards,4,0,33,2,8.25,,,,0,0,Hobart Hurricanes,Sydney Thunder,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
2,LA Doran,3,0,23,0,7.66,,,,0,0,Hobart Hurricanes,Sydney Thunder,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
3,LR Butterworth,3.4,0,25,1,6.81,,,,2,1,Hobart Hurricanes,Sydney Thunder,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
4,CH Gayle,1,0,16,0,16,,,,2,0,Hobart Hurricanes,Sydney Thunder,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
5,SJ Coyte,4,0,14,2,3.5,,,,0,0,Hobart Hurricanes,Sydney Thunder,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
6,SA Abbott,3,0,27,0,9,,,,1,0,Hobart Hurricanes,Sydney Thunder,524927," (N)Big Bash League at Hobart, Jan 1 2012 | Match Summary | ESPNCricinfo",13,1
1,GJ Maxwell,4,0,21,1,5.25,11,2,0,1,0,Sydney Sixers,Melbourne Renegades,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
2,DP Nannes,4,0,36,2,9,12,5,1,1,0,Sydney Sixers,Melbourne Renegades,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
3,SW Tait,2,0,21,0,10.5,5,1,2,0,0,Sydney Sixers,Melbourne Renegades,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
4,Shahid Afridi,4,0,23,1,5.75,6,1,0,0,0,Sydney Sixers,Melbourne Renegades,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
5,AB McDonald,2,0,19,0,9.5,2,2,0,0,0,Sydney Sixers,Melbourne Renegades,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
6,SM Harwood,3,0,28,2,9.33,3,2,1,0,0,Sydney Sixers,Melbourne Renegades,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
7,Abdul Razzaq,1,0,8,0,8,1,1,0,0,0,Sydney Sixers,Melbourne Renegades,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
1,B Lee,3.4,0,42,0,11.45,10,5,2,3,0,Melbourne Renegades,Sydney Sixers,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
2,JR Hazlewood,2,0,19,1,9.5,6,2,1,0,0,Melbourne Renegades,Sydney Sixers,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
3,DJ Thornely,3,0,29,1,9.66,4,1,2,0,0,Melbourne Renegades,Sydney Sixers,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
4,SCG MacGill,3,0,24,0,8,5,0,2,0,0,Melbourne Renegades,Sydney Sixers,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
5,SPD Smith,4,0,37,0,9.25,8,0,4,0,0,Melbourne Renegades,Sydney Sixers,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
6,DJ Bravo,2,0,12,0,6,5,0,1,0,0,Melbourne Renegades,Sydney Sixers,524928," (N)Big Bash League at Melbourne, Jan 2 2012 | Match Summary | ESPNCricinfo",14,1
1,RJ Harris,4,0,29,0,7.25,,,,1,0,Adelaide Strikers,Brisbane Heat,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
2,CA Lynn,1,0,12,0,12,,,,0,0,Adelaide Strikers,Brisbane Heat,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
3,NM Hauritz,4,0,39,1,9.75,,,,0,0,Adelaide Strikers,Brisbane Heat,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
4,DT Christian,4,0,34,0,8.5,,,,1,0,Adelaide Strikers,Brisbane Heat,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
5,AC McDermott,4,0,31,2,7.75,,,,0,0,Adelaide Strikers,Brisbane Heat,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
6,MG Neser,3,0,17,1,5.66,,,,1,0,Adelaide Strikers,Brisbane Heat,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
1,AC Thomas,3,0,26,1,8.66,,,,2,0,Brisbane Heat,Adelaide Strikers,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
2,KW Richardson,2,1,2,2,1,,,,0,0,Brisbane Heat,Adelaide Strikers,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
3,BG Drew,4,0,27,2,6.75,,,,2,0,Brisbane Heat,Adelaide Strikers,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
4,AW O'Brien,4,0,27,0,6.75,,,,0,0,Brisbane Heat,Adelaide Strikers,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
5,JM Muirhead,2,0,17,2,8.5,,,,0,1,Brisbane Heat,Adelaide Strikers,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
6,J Botha,3,0,30,0,10,,,,0,0,Brisbane Heat,Adelaide Strikers,524929," (N)Big Bash League at Brisbane, Jan 3 2012 | Match Summary | ESPNCricinfo",15,1
1,DJ Hussey,3,0,20,1,6.66,,,,0,0,Perth Scorchers,Melbourne Stars,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
2,JM Bird,4,0,32,1,8,,,,0,1,Perth Scorchers,Melbourne Stars,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
3,JP Faulkner,4,1,17,3,4.25,,,,0,0,Perth Scorchers,Melbourne Stars,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
4,CJ McKay,4,0,28,0,7,,,,0,0,Perth Scorchers,Melbourne Stars,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
5,LJ Wright,1,0,7,0,7,,,,0,0,Perth Scorchers,Melbourne Stars,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
6,SK Warne,4,0,30,2,7.5,,,,0,0,Perth Scorchers,Melbourne Stars,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
1,MA Beer,2,0,13,0,6.5,,,,0,0,Melbourne Stars,Perth Scorchers,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
2,NJ Rimmington,4,0,22,0,5.5,,,,1,0,Melbourne Stars,Perth Scorchers,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
3,BM Edmondson,4,0,27,1,6.75,,,,2,0,Melbourne Stars,Perth Scorchers,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
4,NM Coulter-Nile,3,0,20,2,6.66,,,,1,0,Melbourne Stars,Perth Scorchers,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
5,MR Marsh,4,0,22,1,5.5,,,,1,0,Melbourne Stars,Perth Scorchers,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
6,GB Hogg,3,0,20,0,6.66,,,,0,0,Melbourne Stars,Perth Scorchers,524930," (N)Big Bash League at Melbourne, Jan 4 2012 | Match Summary | ESPNCricinfo",16,1
1,MJ Johnston,3,0,35,0,11.66,,,,4,3,Brisbane Heat,Hobart Hurricanes,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
2,JJ Krejza,4,0,36,1,9,,,,0,0,Brisbane Heat,Hobart Hurricanes,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
3,XJ Doherty,4,0,39,0,9.75,,,,0,0,Brisbane Heat,Hobart Hurricanes,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
4,B Laughlin,4,0,29,0,7.25,,,,0,0,Brisbane Heat,Hobart Hurricanes,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
5,Naved-ul-Hasan,4,0,42,1,10.5,,,,1,1,Brisbane Heat,Hobart Hurricanes,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
6,RJG Lockyear,1,0,13,1,13,,,,0,0,Brisbane Heat,Hobart Hurricanes,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
1,DT Christian,4,0,41,0,10.25,,,,0,0,Hobart Hurricanes,Brisbane Heat,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
2,AC McDermott,4,0,35,1,8.75,,,,1,0,Hobart Hurricanes,Brisbane Heat,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
3,RE van der Merwe,3,0,23,1,7.66,,,,0,0,Hobart Hurricanes,Brisbane Heat,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
4,MG Neser,4,0,34,0,8.5,,,,0,0,Hobart Hurricanes,Brisbane Heat,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
5,DL Vettori,3,0,38,1,12.66,,,,0,0,Hobart Hurricanes,Brisbane Heat,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
6,NM Hauritz,2,0,25,0,12.5,,,,1,0,Hobart Hurricanes,Brisbane Heat,524931," (N)Big Bash League at Brisbane, Jan 6 2012 | Match Summary | ESPNCricinfo",17,1
1,GJ Maxwell,2,0,15,0,7.5,,,,0,0,Melbourne Stars,Melbourne Renegades,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
2,DP Nannes,4,1,33,1,8.25,,,,2,0,Melbourne Stars,Melbourne Renegades,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
3,SW Tait,3,0,31,1,10.33,,,,3,3,Melbourne Stars,Melbourne Renegades,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
4,SM Harwood,3,0,21,1,7,,,,0,0,Melbourne Stars,Melbourne Renegades,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
5,Shahid Afridi,4,0,20,2,5,,,,0,0,Melbourne Stars,Melbourne Renegades,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
6,AB McDonald,2,0,20,0,10,,,,0,0,Melbourne Stars,Melbourne Renegades,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
7,BJ Hodge,2,0,26,0,13,,,,0,0,Melbourne Stars,Melbourne Renegades,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
1,JM Bird,3,0,17,1,5.66,,,,0,0,Melbourne Renegades,Melbourne Stars,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
2,DJ Hussey,2,0,16,1,8,,,,1,1,Melbourne Renegades,Melbourne Stars,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
3,JP Faulkner,1,0,8,0,8,,,,0,0,Melbourne Renegades,Melbourne Stars,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
4,CJ McKay,1.1,0,7,0,6,,,,0,0,Melbourne Renegades,Melbourne Stars,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
5,SK Warne,1,0,4,1,4,,,,0,0,Melbourne Renegades,Melbourne Stars,524932," (N)Big Bash League at Melbourne, Jan 7 2012 | Match Summary | ESPNCricinfo",18,1
1,FH Edwards,4,0,21,1,5.25,,,,1,0,Sydney Sixers,Sydney Thunder,524933," (N)Big Bash League at Sydney, Jan 8 2012 | Match Summary | ESPNCricinfo",19,1
2,LA Doran,1,0,6,0,6,,,,0,0,Sydney Sixers,Sydney Thunder,524933," (N)Big Bash League at Sydney, Jan 8 2012 | Match Summary | ESPNCricinfo",19,1
3,LR Butterworth,3,0,31,1,10.33,,,,0,0,Sydney Sixers,Sydney Thunder,524933," (N)Big Bash League at Sydney, Jan 8 2012 | Match Summary | ESPNCricinfo",19,1
4,SJ Coyte,3,0,21,1,7,,,,2,1,Sydney Sixers,Sydney Thunder,524933," (N)Big Bash League at Sydney, Jan 8 2012 | Match Summary | ESPNCricinfo",19,1
5,SA Abbott,2,0,17,2,8.5,,,,0,0,Sydney Sixers,Sydney Thunder,524933," (N)Big Bash League at Sydney, Jan 8 2012 | Match Summary | ESPNCricinfo",19,1
6,CH Gayle,3,0,18,1,6,,,,0,0,Sydney Sixers,Sydney Thunder,524933," (N)Big Bash League at Sydney, Jan 8 2012 | Match Summary | ESPNCricinfo",19,1
1,B Lee,3,1,11,1,3.66,,,,1,0,Sydney Thunder,Sydney Sixers,524933," (N)Big Bash League at Sydney, Jan 8 2012 | Match Summary | ESPNCricinfo",19,1
2,MA Starc,2.3,0,17,3,6.8,,,,0,1,Sydney Thunder,Sydney Sixers,524933," (N)Big Bash League at Sydney, Jan 8 2012 | Match Summary | ESPNCricinfo",19,1
1,AC Thomas,4,0,32,1,8,,,,0,0,Perth Scorchers,Adelaide Strikers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
2,BG Drew,4,0,37,1,9.25,,,,0,1,Perth Scorchers,Adelaide Strikers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
3,AW O'Brien,4,0,24,0,6,,,,1,0,Perth Scorchers,Adelaide Strikers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
4,DR Salpietro,4,0,37,0,9.25,,,,0,0,Perth Scorchers,Adelaide Strikers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
5,DJ Harris,1,0,15,0,15,,,,0,1,Perth Scorchers,Adelaide Strikers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
6,JM Muirhead,3,0,37,2,12.33,,,,0,0,Perth Scorchers,Adelaide Strikers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
1,MA Beer,4,0,22,1,5.5,,,,2,0,Adelaide Strikers,Perth Scorchers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
2,NJ Rimmington,3.3,0,18,2,5.14,,,,0,0,Adelaide Strikers,Perth Scorchers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
3,BM Edmondson,4,0,38,1,9.5,,,,0,0,Adelaide Strikers,Perth Scorchers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
4,NM Coulter-Nile,3,0,28,2,9.33,,,,2,0,Adelaide Strikers,Perth Scorchers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
5,MR Marsh,1,0,9,0,9,,,,0,0,Adelaide Strikers,Perth Scorchers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
6,GB Hogg,4,0,20,3,5,,,,1,0,Adelaide Strikers,Perth Scorchers,524934," (N)Big Bash League at Perth, Jan 8 2012 | Match Summary | ESPNCricinfo",20,1
1,MJ Johnston,3,0,27,0,9,,,,0,0,Melbourne Stars,Hobart Hurricanes,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
2,MG Hogan,4,0,35,0,8.75,,,,2,0,Melbourne Stars,Hobart Hurricanes,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
3,XJ Doherty,3,0,32,0,10.66,,,,0,0,Melbourne Stars,Hobart Hurricanes,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
4,B Laughlin,4,0,34,1,8.5,,,,1,0,Melbourne Stars,Hobart Hurricanes,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
5,RJG Lockyear,2,0,34,0,17,,,,1,0,Melbourne Stars,Hobart Hurricanes,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
6,Naved-ul-Hasan,4,0,38,2,9.5,,,,1,0,Melbourne Stars,Hobart Hurricanes,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
1,DJ Hussey,4,0,28,2,7,,,,0,0,Hobart Hurricanes,Melbourne Stars,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
2,JM Bird,4,0,36,0,9,,,,0,0,Hobart Hurricanes,Melbourne Stars,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
3,CJ McKay,4,0,47,1,11.75,,,,0,2,Hobart Hurricanes,Melbourne Stars,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
4,SK Warne,4,0,23,2,5.75,,,,0,0,Hobart Hurricanes,Melbourne Stars,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
5,JP Faulkner,4,0,46,4,11.5,,,,1,0,Hobart Hurricanes,Melbourne Stars,524935," (N)Big Bash League at Hobart, Jan 9 2012 | Match Summary | ESPNCricinfo",21,1
1,KW Richardson,4,0,42,0,10.5,,,,2,0,Sydney Sixers,Adelaide Strikers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
2,AC Thomas,4,0,24,3,6,,,,1,0,Sydney Sixers,Adelaide Strikers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
3,AW O'Brien,4,0,26,0,6.5,,,,1,0,Sydney Sixers,Adelaide Strikers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
4,BG Drew,4,0,26,1,6.5,,,,1,0,Sydney Sixers,Adelaide Strikers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
5,DR Salpietro,4,0,28,1,7,,,,0,0,Sydney Sixers,Adelaide Strikers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
1,B Lee,2.4,0,17,2,6.37,,,,0,0,Adelaide Strikers,Sydney Sixers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
2,DJ Thornely,1,0,4,0,4,,,,0,0,Adelaide Strikers,Sydney Sixers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
3,MC Henriques,1,0,6,0,6,,,,0,0,Adelaide Strikers,Sydney Sixers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
4,SNJ O'Keefe,4,0,20,3,5,,,,1,0,Adelaide Strikers,Sydney Sixers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
5,NL McCullum,2,0,8,2,4,,,,0,0,Adelaide Strikers,Sydney Sixers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
6,SCG MacGill,4,0,12,2,3,,,,1,0,Adelaide Strikers,Sydney Sixers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
7,SPD Smith,4,0,18,1,4.5,,,,0,0,Adelaide Strikers,Sydney Sixers,524936," (N)Big Bash League at Adelaide, Jan 10 2012 | Match Summary | ESPNCricinfo",22,1
1,NJ Rimmington,4,0,19,1,4.75,,,,0,0,Sydney Thunder,Perth Scorchers,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
2,BM Edmondson,3.2,0,21,0,6.3,,,,1,0,Sydney Thunder,Perth Scorchers,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
3,NM Coulter-Nile,3,0,9,3,3,,,,0,0,Sydney Thunder,Perth Scorchers,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
4,MR Marsh,1,0,12,0,12,,,,0,0,Sydney Thunder,Perth Scorchers,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
5,GB Hogg,4,1,8,2,2,,,,1,0,Sydney Thunder,Perth Scorchers,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
6,MA Beer,4,0,29,0,7.25,,,,1,0,Sydney Thunder,Perth Scorchers,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
1,SJ Coyte,3.1,0,19,1,6,,,,0,0,Perth Scorchers,Sydney Thunder,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
2,LA Doran,4,0,14,0,3.5,,,,0,0,Perth Scorchers,Sydney Thunder,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
3,CH Gayle,1,0,7,0,7,,,,0,0,Perth Scorchers,Sydney Thunder,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
4,SA Abbott,1,0,11,0,11,,,,0,0,Perth Scorchers,Sydney Thunder,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
5,JS Floros,2,0,22,0,11,,,,1,0,Perth Scorchers,Sydney Thunder,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
6,TA Copeland,2,0,20,0,10,,,,0,0,Perth Scorchers,Sydney Thunder,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
7,LR Butterworth,1,0,10,0,10,,,,0,0,Perth Scorchers,Sydney Thunder,524937," (N)Big Bash League at Sydney, Jan 11 2012 | Match Summary | ESPNCricinfo",23,1
1,DP Nannes,4,0,34,1,8.5,,,,1,1,Brisbane Heat,Melbourne Renegades,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
2,GJ Maxwell,1,0,2,0,2,,,,0,0,Brisbane Heat,Melbourne Renegades,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
3,Abdul Razzaq,3,0,36,1,12,,,,0,0,Brisbane Heat,Melbourne Renegades,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
4,Shahid Afridi,4,0,35,3,8.75,,,,0,0,Brisbane Heat,Melbourne Renegades,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
5,SM Harwood,4,0,34,1,8.5,,,,0,0,Brisbane Heat,Melbourne Renegades,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
6,AK Heal,4,0,21,1,5.25,,,,0,0,Brisbane Heat,Melbourne Renegades,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
1,DL Vettori,4,0,27,0,6.75,,,,2,0,Melbourne Renegades,Brisbane Heat,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
2,DT Christian,4,0,21,1,5.25,,,,0,0,Melbourne Renegades,Brisbane Heat,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
3,RE van der Merwe,2,0,30,0,15,,,,0,0,Melbourne Renegades,Brisbane Heat,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
4,AC McDermott,4,0,18,3,4.5,,,,0,0,Melbourne Renegades,Brisbane Heat,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
5,NM Hauritz,2,0,28,0,14,,,,2,1,Melbourne Renegades,Brisbane Heat,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
6,MG Neser,4,0,31,3,7.75,,,,3,1,Melbourne Renegades,Brisbane Heat,524938," (N)Big Bash League at Melbourne, Jan 12 2012 | Match Summary | ESPNCricinfo",24,1
1,SJ Coyte,4,0,23,1,5.75,,,,2,0,Brisbane Heat,Sydney Thunder,524939," (N)Big Bash League at Brisbane, Jan 17 2012 | Match Summary | ESPNCricinfo",25,1
2,ND Bills,4,0,44,2,11,,,,0,0,Brisbane Heat,Sydney Thunder,524939," (N)Big Bash League at Brisbane, Jan 17 2012 | Match Summary | ESPNCricinfo",25,1
3,SA Abbott,4,0,48,0,12,,,,0,0,Brisbane Heat,Sydney Thunder,524939," (N)Big Bash League at Brisbane, Jan 17 2012 | Match Summary | ESPNCricinfo",25,1
4,MR Day,2,0,25,0,12.5,,,,2,0,Brisbane Heat,Sydney Thunder,524939," (N)Big Bash League at Brisbane, Jan 17 2012 | Match Summary | ESPNCricinfo",25,1
5,LA Doran,3,0,18,1,6,,,,1,0,Brisbane Heat,Sydney Thunder,524939," (N)Big Bash League at Brisbane, Jan 17 2012 | Match Summary | ESPNCricinfo",25,1
6,CH Gayle,3,0,31,0,10.33,,,,2,0,Brisbane Heat,Sydney Thunder,524939," (N)Big Bash League at Brisbane, Jan 17 2012 | Match Summary | ESPNCricinfo",25,1
1,CR Swan,4,0,16,1,4,,,,0,0,Sydney Thunder,Brisbane Heat,524939," (N)Big Bash League at Brisbane, Jan 17 2012 | Match Summary | ESPNCricinfo",25,1
